,paper,arxiv_id,task,type,value,additional_info
1635,14_paper_4,1507.00814,Atari Games,data_name,Atari 2600 Q Bert,
1636,14_paper_4,1507.00814,Atari Games,data_name,Atari 2600 Frostbite,
1637,14_paper_4,1507.00814,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1638,14_paper_4,1507.00814,Atari Games,data_name,Atari 2600 Freeway,
1639,14_paper_4,1507.00814,Atari Games,approach_name,MP-EB,Atari Games
1640,14_paper_5,1704.04651,Atari Games,data_name,Atari-57,
1641,14_paper_5,1704.04651,Atari Games,approach_name,Reactor,Atari Games
1642,14_paper_6,,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1643,14_paper_6,,Atari Games,approach_name,DQN SR,Atari Games
1644,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1645,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1646,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1647,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1648,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1649,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1650,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1651,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1652,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1653,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1654,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1655,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1656,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1657,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1658,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1659,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1660,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1661,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1662,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1663,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1664,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1665,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1666,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1667,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1668,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1669,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1670,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1671,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1672,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1673,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1674,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1675,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1676,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1677,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1678,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1679,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1680,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1681,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1682,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1683,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1684,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1685,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1686,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1687,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1688,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1689,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1690,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1691,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1692,14_paper_7,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1693,14_paper_7,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1694,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1695,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1696,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1697,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1698,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1699,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1700,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1701,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1702,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1703,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1704,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1705,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1706,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1707,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1708,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1709,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1710,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1711,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1712,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1713,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1714,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1715,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1716,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1717,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1718,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1719,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1720,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1721,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1722,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1723,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1724,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1725,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1726,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1727,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1728,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1729,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1730,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1731,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1732,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1733,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1734,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1735,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1736,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1737,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1738,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1739,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1740,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1741,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1742,14_paper_8,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1743,14_paper_8,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1744,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1745,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1746,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1747,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1748,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1749,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1750,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1751,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1752,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1753,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1754,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1755,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1756,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1757,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1758,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1759,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1760,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1761,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1762,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1763,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1764,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1765,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1766,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1767,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1768,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1769,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1770,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1771,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1772,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1773,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1774,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1775,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1776,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1777,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1778,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1779,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1780,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1781,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1782,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1783,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1784,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1785,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1786,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1787,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1788,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1789,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1790,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1791,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1792,14_paper_9,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1793,14_paper_9,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1794,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1795,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1796,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1797,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1798,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1799,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1800,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1801,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1802,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1803,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1804,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1805,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1806,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1807,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1808,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1809,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1810,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1811,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1812,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1813,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1814,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1815,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1816,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1817,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1818,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1819,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1820,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1821,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1822,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1823,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1824,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1825,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1826,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1827,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1828,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1829,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1830,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1831,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1832,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1833,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1834,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1835,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1836,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1837,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1838,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1839,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1840,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1841,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1842,14_paper_10,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1843,14_paper_10,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1844,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1845,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1846,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1847,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1848,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1849,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1850,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1851,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1852,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1853,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1854,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1855,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1856,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1857,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1858,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1859,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1860,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1861,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1862,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1863,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1864,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1865,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1866,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1867,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1868,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1869,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1870,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1871,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1872,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1873,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1874,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1875,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1876,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1877,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1878,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1879,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1880,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1881,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1882,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1883,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1884,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1885,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1886,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1887,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1888,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1889,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1890,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1891,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1892,14_paper_11,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1893,14_paper_11,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1894,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1895,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1896,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1897,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1898,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1899,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1900,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1901,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1902,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1903,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1904,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1905,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1906,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1907,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1908,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1909,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1910,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1911,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1912,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1913,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1914,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1915,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1916,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1917,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1918,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1919,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1920,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1921,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1922,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1923,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1924,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1925,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1926,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1927,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1928,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1929,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1930,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1931,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1932,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Venture,
1933,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Video Pinball,
1934,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Enduro,
1935,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Assault,
1936,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Battle Zone,
1937,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Bowling,
1938,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Breakout,
1939,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Pong,
1940,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Gopher,
1941,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Name This Game,
1942,14_paper_12,1207.4708,Atari Games,data_name,Atari 2600 Amidar,
1943,14_paper_12,1207.4708,Atari Games,approach_name,Best linear,Atari Games
1944,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Crazy Climber,
1945,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Seaquest,
1946,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Time Pilot,
1947,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 River Raid,
1948,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Zaxxon,
1949,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Bank Heist,
1950,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Chopper Command,
1951,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Private Eye,
1952,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Alien,
1953,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Atlantis,
1954,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Tutankham,
1955,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Wizard of Wor,
1956,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 James Bond,
1957,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Demon Attack,
1958,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Centipede,
1959,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Beam Rider,
1960,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Freeway,
1961,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Kung-Fu Master,
1962,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Star Gunner,
1963,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Kangaroo,
1964,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Gravitar,
1965,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Space Invaders,
1966,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Q Bert,
1967,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Tennis,
1968,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Montezuma s Revenge,
1969,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Ms  Pacman,
1970,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Boxing,
1971,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Up and Down,
1972,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Frostbite,
1973,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Fishing Derby,
1974,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Double Dunk,
1975,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Ice Hockey,
1976,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Road Runner,
1977,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Robotank,
1978,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Asterix,
1979,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Asteroids,
1980,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 HERO,
1981,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Krull,
1982,14_paper_13,1207.4708,Atari Games,data_name,Atari 2600 Venture,
