,Unnamed: 0,paper_1,paper_2,paper_1_id,paper_2_id,arxiv_id_1,arxiv_id_2,task,datasets_diff,approach_diff
657,657,10_paper_57,10_paper_31,1119,1149,1707.02968,1407.3068,Image Classification,"sent: Article 1 uses multiple datasets:  ImageNet, and  PASCAL VOC 2012, while Article 2 uses multiple datasets:  CIFAR-10, and  CIFAR-100.","sent: Article 1 uses JFT-300M Finetuning approach for Image Classification, while Article 2 uses Deep Networks with Internal Selective Attention through Feedback Connections for Image Classification. sent: Article 1 uses ImageNet JFT-300M Initialization approach for Image Classification, while Article 2 uses Deep Networks with Internal Selective Attention through Feedback Connections for Image Classification."
658,658,10_paper_57,10_paper_52,1119,1157,1707.02968,1904.01169,Image Classification,"sent: Article 1 and Article 2 use ImageNet dataset. sent: Article 1 uses PASCAL VOC 2012 dataset, while Article 2 uses CIFAR-100 dataset.","sent: Article 1 uses JFT-300M Finetuning approach for Image Classification, while Article 2 uses Res2Net-DLA-60 for Image Classification. sent: Article 1 uses JFT-300M Finetuning approach for Image Classification, while Article 2 uses Res2NeXt-29 for Image Classification. sent: Article 1 uses ImageNet JFT-300M Initialization approach for Image Classification, while Article 2 uses Res2Net-DLA-60 for Image Classification. sent: Article 1 uses ImageNet JFT-300M Initialization approach for Image Classification, while Article 2 uses Res2NeXt-29 for Image Classification."
659,659,10_paper_57,10_paper_22,1119,1159,1707.02968,1605.07648,Image Classification,"sent: Article 1 uses multiple datasets:  ImageNet, and  PASCAL VOC 2012, while Article 2 uses SVHN dataset.","sent: Article 1 uses JFT-300M Finetuning approach for Image Classification, while Article 2 uses FractalNet for Image Classification. sent: Article 1 uses ImageNet JFT-300M Initialization approach for Image Classification, while Article 2 uses FractalNet for Image Classification."
660,660,10_paper_45,10_paper_7,1121,1122,1207.058,1605.07146,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN, and  CIFAR-100.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Wide ResNet for Image Classification."
661,661,10_paper_45,10_paper_3,1121,1123,1207.058,1604.04112,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses CIFAR-100 dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ResNet ELU for Image Classification."
662,662,10_paper_45,10_paper_44,1121,1124,1207.058,1603.05027,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses CIFAR-100 dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ResNet-1001 for Image Classification."
663,663,10_paper_45,10_paper_59,1121,1125,1207.058,1406.3332,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  STL-10, and  MNIST.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses CKN for Image Classification."
664,664,10_paper_45,10_paper_16,1121,1126,1207.058,1707.01629,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses ImageNet dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses DPN-131 for Image Classification."
665,665,10_paper_45,10_paper_11,1121,1127,1207.058,1409.5185,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN,  MNIST, and  CIFAR-100.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses DSN for Image Classification."
666,666,10_paper_45,10_paper_19,1121,1129,1207.058,1301.3557,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN, and  CIFAR-100.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Stochastic Pooling for Image Classification."
667,667,10_paper_45,10_paper_20,1121,1130,1207.058,1511.07289,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses CIFAR-100 dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Exponential Linear Units for Image Classification."
668,668,10_paper_45,10_paper_25,1121,1133,1207.058,1503.04596,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN, and  MNIST.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses FLSCNN for Image Classification."
669,669,10_paper_45,10_paper_0,1121,1135,1207.058,1611.05431,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses ImageNet dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ResNeXt-101 for Image Classification."
670,670,10_paper_45,10_paper_39,1121,1137,1207.058,1902.05509,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses multiple datasets:  ImageNet, and  INRIA Holidays.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses MultiGrain R50   500 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses MultiGrain R50-AA-500 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses MultiGrain R50   800 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses PNASNet-5-Large   MultiGrain p    500 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses SENet154   MultiGrain p    450 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses MultiGrain R50-AA-224 for Image Classification."
671,671,10_paper_45,10_paper_30,1121,1141,1207.058,1206.2944,Image Classification,sent: Article 1 and Article 2 use CIFAR-10 dataset.,"sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses GP EI for Image Classification."
672,672,10_paper_45,10_paper_61,1121,1142,1207.058,1610.02915,Image Classification,sent: Article 1 and Article 2 use CIFAR-10 dataset.,"sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Deep pyramidal residual network for Image Classification."
673,673,10_paper_45,10_paper_46,1121,1143,1207.058,1509.08985,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN,  MNIST, and  CIFAR-100.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Tree Max-Avg pooling for Image Classification."
674,674,10_paper_45,10_paper_55,1121,1147,1207.058,1512.03385,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  COCO, and  PASCAL VOC 2007.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ResNet-101 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ResNet for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Faster R-CNN   box refinement   context   multi-scale testing for Image Classification."
675,675,10_paper_45,10_paper_31,1121,1149,1207.058,1407.3068,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses CIFAR-100 dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Deep Networks with Internal Selective Attention through Feedback Connections for Image Classification."
676,676,10_paper_45,10_paper_56,1121,1151,1207.058,1707.02968,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses multiple datasets:  ImageNet, and  PASCAL VOC 2012.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses JFT-300M Finetuning for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses ImageNet JFT-300M Initialization for Image Classification."
677,677,10_paper_45,10_paper_52,1121,1157,1207.058,1904.01169,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses multiple datasets:  ImageNet, and  CIFAR-100.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Res2Net-DLA-60 for Image Classification. sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses Res2NeXt-29 for Image Classification."
678,678,10_paper_45,10_paper_22,1121,1159,1207.058,1605.07648,Image Classification,"sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses SVHN dataset.","sent: Article 1 uses Improving neural networks by preventing co-adaptation of feature detectors approach for Image Classification, while Article 2 uses FractalNet for Image Classification."
679,679,10_paper_7,10_paper_3,1122,1123,1605.07146,1604.04112,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses SVHN dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ResNet ELU for Image Classification."
680,680,10_paper_7,10_paper_44,1122,1124,1605.07146,1603.05027,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses SVHN dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ResNet-1001 for Image Classification."
681,681,10_paper_7,10_paper_59,1122,1125,1605.07146,1406.3332,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  CIFAR-100, while Article 2 uses multiple datasets:  STL-10, and  MNIST.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses CKN for Image Classification."
682,682,10_paper_7,10_paper_16,1122,1126,1605.07146,1707.01629,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN, and  CIFAR-100, while Article 2 uses ImageNet dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses DPN-131 for Image Classification."
683,683,10_paper_7,10_paper_11,1122,1127,1605.07146,1409.5185,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses MNIST dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses DSN for Image Classification."
684,684,10_paper_7,10_paper_19,1122,1129,1605.07146,1301.3557,Image Classification,sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset.,"sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Stochastic Pooling for Image Classification."
685,685,10_paper_7,10_paper_20,1122,1130,1605.07146,1511.07289,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses SVHN dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Exponential Linear Units for Image Classification."
686,686,10_paper_7,10_paper_25,1122,1133,1605.07146,1503.04596,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 uses MNIST dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses FLSCNN for Image Classification."
687,687,10_paper_7,10_paper_0,1122,1135,1605.07146,1611.05431,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN, and  CIFAR-100, while Article 2 uses ImageNet dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ResNeXt-101 for Image Classification."
688,688,10_paper_7,10_paper_39,1122,1137,1605.07146,1902.05509,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN, and  CIFAR-100, while Article 2 uses multiple datasets:  ImageNet, and  INRIA Holidays.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses MultiGrain R50   500 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses MultiGrain R50-AA-500 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses MultiGrain R50   800 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses PNASNet-5-Large   MultiGrain p    500 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses SENet154   MultiGrain p    450 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses MultiGrain R50-AA-224 for Image Classification."
689,689,10_paper_7,10_paper_30,1122,1141,1605.07146,1206.2944,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  CIFAR-100, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses GP EI for Image Classification."
690,690,10_paper_7,10_paper_61,1122,1142,1605.07146,1610.02915,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  CIFAR-100, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Deep pyramidal residual network for Image Classification."
691,691,10_paper_7,10_paper_46,1122,1143,1605.07146,1509.08985,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses MNIST dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Tree Max-Avg pooling for Image Classification."
692,692,10_paper_7,10_paper_55,1122,1147,1605.07146,1512.03385,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  CIFAR-100, while Article 2 uses multiple datasets:  COCO, and  PASCAL VOC 2007.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ResNet-101 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ResNet for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Faster R-CNN   box refinement   context   multi-scale testing for Image Classification."
693,693,10_paper_7,10_paper_31,1122,1149,1605.07146,1407.3068,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses SVHN dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Deep Networks with Internal Selective Attention through Feedback Connections for Image Classification."
694,694,10_paper_7,10_paper_56,1122,1151,1605.07146,1707.02968,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN, and  CIFAR-100, while Article 2 uses multiple datasets:  ImageNet, and  PASCAL VOC 2012.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses JFT-300M Finetuning for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses ImageNet JFT-300M Initialization for Image Classification."
695,695,10_paper_7,10_paper_52,1122,1157,1605.07146,1904.01169,Image Classification,"sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses multiple datasets:  CIFAR-10, and  SVHN, while Article 2 uses ImageNet dataset.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Res2Net-DLA-60 for Image Classification. sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses Res2NeXt-29 for Image Classification."
696,696,10_paper_7,10_paper_22,1122,1159,1605.07146,1605.07648,Image Classification,"sent: Article 1 and Article 2 use SVHN dataset. sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses Wide ResNet approach for Image Classification, while Article 2 uses FractalNet for Image Classification."
697,697,10_paper_44,10_paper_59,1124,1125,1603.05027,1406.3332,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 uses multiple datasets:  STL-10, and  MNIST.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses CKN for Image Classification."
698,698,10_paper_44,10_paper_16,1124,1126,1603.05027,1707.01629,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 uses ImageNet dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses DPN-131 for Image Classification."
699,699,10_paper_44,10_paper_11,1124,1127,1603.05027,1409.5185,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN, and  MNIST.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses DSN for Image Classification."
700,700,10_paper_44,10_paper_6,1124,1128,1603.05027,1605.07146,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses SVHN dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Wide ResNet for Image Classification."
701,701,10_paper_44,10_paper_19,1124,1129,1603.05027,1301.3557,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses SVHN dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Stochastic Pooling for Image Classification."
702,702,10_paper_44,10_paper_20,1124,1130,1603.05027,1511.07289,Image Classification,sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset.,"sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Exponential Linear Units for Image Classification."
703,703,10_paper_44,10_paper_25,1124,1133,1603.05027,1503.04596,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 uses multiple datasets:  SVHN, and  MNIST.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses FLSCNN for Image Classification."
704,704,10_paper_44,10_paper_0,1124,1135,1603.05027,1611.05431,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 uses ImageNet dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses ResNeXt-101 for Image Classification."
705,705,10_paper_44,10_paper_39,1124,1137,1603.05027,1902.05509,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 uses multiple datasets:  ImageNet, and  INRIA Holidays.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses MultiGrain R50   500 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses MultiGrain R50-AA-500 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses MultiGrain R50   800 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses PNASNet-5-Large   MultiGrain p    500 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses SENet154   MultiGrain p    450 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses MultiGrain R50-AA-224 for Image Classification."
706,706,10_paper_44,10_paper_30,1124,1141,1603.05027,1206.2944,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses GP EI for Image Classification."
707,707,10_paper_44,10_paper_61,1124,1142,1603.05027,1610.02915,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Deep pyramidal residual network for Image Classification."
708,708,10_paper_44,10_paper_46,1124,1143,1603.05027,1509.08985,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 does not use specific datasets for experiments, while Article 2 uses multiple datasets:  SVHN, and  MNIST.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Tree Max-Avg pooling for Image Classification."
709,709,10_paper_44,10_paper_55,1124,1147,1603.05027,1512.03385,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 uses multiple datasets:  COCO, and  PASCAL VOC 2007.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses ResNet-101 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses ResNet for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Faster R-CNN   box refinement   context   multi-scale testing for Image Classification."
710,710,10_paper_44,10_paper_31,1124,1149,1603.05027,1407.3068,Image Classification,sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset.,"sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Deep Networks with Internal Selective Attention through Feedback Connections for Image Classification."
711,711,10_paper_44,10_paper_56,1124,1151,1603.05027,1707.02968,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 uses multiple datasets:  ImageNet, and  PASCAL VOC 2012.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses JFT-300M Finetuning for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses ImageNet JFT-300M Initialization for Image Classification."
712,712,10_paper_44,10_paper_52,1124,1157,1603.05027,1904.01169,Image Classification,"sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses CIFAR-10 dataset, while Article 2 uses ImageNet dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Res2Net-DLA-60 for Image Classification. sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses Res2NeXt-29 for Image Classification."
713,713,10_paper_44,10_paper_22,1124,1159,1603.05027,1605.07648,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10, and  CIFAR-100, while Article 2 uses SVHN dataset.","sent: Article 1 uses ResNet-1001 approach for Image Classification, while Article 2 uses FractalNet for Image Classification."
714,714,10_paper_11,10_paper_6,1127,1128,1409.5185,1605.07146,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses MNIST dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses Wide ResNet for Image Classification."
715,715,10_paper_11,10_paper_19,1127,1129,1409.5185,1301.3557,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses MNIST dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses Stochastic Pooling for Image Classification."
716,716,10_paper_11,10_paper_20,1127,1130,1409.5185,1511.07289,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  MNIST, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses Exponential Linear Units for Image Classification."
717,717,10_paper_11,10_paper_41,1127,1131,1409.5185,1603.05027,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use CIFAR-100 dataset. sent: Article 1 uses multiple datasets:  SVHN, and  MNIST, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses ResNet-1001 for Image Classification."
718,718,10_paper_11,10_paper_25,1127,1133,1409.5185,1503.04596,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use SVHN dataset.sent: Article 1 and Article 2 use MNIST dataset. sent: Article 1 uses CIFAR-100 dataset, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses FLSCNN for Image Classification."
719,719,10_paper_11,10_paper_0,1127,1135,1409.5185,1611.05431,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN,  MNIST, and  CIFAR-100, while Article 2 uses ImageNet dataset.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses ResNeXt-101 for Image Classification."
720,720,10_paper_11,10_paper_39,1127,1137,1409.5185,1902.05509,Image Classification,"sent: Article 1 uses multiple datasets:  CIFAR-10,  SVHN,  MNIST, and  CIFAR-100, while Article 2 uses multiple datasets:  ImageNet, and  INRIA Holidays.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses MultiGrain R50   500 for Image Classification. sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses MultiGrain R50-AA-500 for Image Classification. sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses MultiGrain R50   800 for Image Classification. sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses PNASNet-5-Large   MultiGrain p    500 for Image Classification. sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses SENet154   MultiGrain p    450 for Image Classification. sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses MultiGrain R50-AA-224 for Image Classification."
721,721,10_paper_11,10_paper_60,1127,1138,1409.5185,1406.3332,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset.sent: Article 1 and Article 2 use MNIST dataset. sent: Article 1 uses multiple datasets:  SVHN, and  CIFAR-100, while Article 2 uses STL-10 dataset.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses CKN for Image Classification."
722,722,10_paper_11,10_paper_30,1127,1141,1409.5185,1206.2944,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN,  MNIST, and  CIFAR-100, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses GP EI for Image Classification."
723,723,10_paper_11,10_paper_61,1127,1142,1409.5185,1610.02915,Image Classification,"sent: Article 1 and Article 2 use CIFAR-10 dataset. sent: Article 1 uses multiple datasets:  SVHN,  MNIST, and  CIFAR-100, while Article 2 does not use specific datasets for experiments.","sent: Article 1 uses DSN approach for Image Classification, while Article 2 uses Deep pyramidal residual network for Image Classification."
